AccountID,CustomerID,CustomerType,Company
1404,1802,private_sector_worker,Duah-Appiah
1405,9895,public_sector_worker,Boakye-Ahortor
1406,353,public_sector_worker,Baa Ltd
1407,7802,public_sector_worker,"Otiwa, Baah and Mensah"
1408,1356,public_sector_worker,Akɔmaa-Boadu
1409,7017,public_sector_worker,Kusi-Frema
1410,432,private_sector_worker,"Duah, Nyaako and Akyerε"
1411,5824,public_sector_worker,Gyasi and Sons
1412,9958,public_sector_worker,"Okyere, Akyerε and Dwamena"
1413,8435,private_sector_worker,"Amoa, Ankra and Asiedu"
1414,319,public_sector_worker,Amoako and Sons
1415,2781,private_sector_worker,"Ansa, Acheampong and Ntiamoa"
1416,7979,public_sector_worker,Prempeh LLC
1417,1982,private_sector_worker,Karikari LLC
1418,7520,public_sector_worker,Gyasiwaa LLC
1419,8154,private_sector_worker,Daako-Akyerεko
1420,9252,private_sector_worker,"Baawia, Agyeiwaa and Nyaako"
1421,8550,private_sector_worker,"Nyantakyi, Okyere and Asiedu"
1422,297,private_sector_worker,Ansomaa-Bonsu
1423,5989,private_sector_worker,Boahen and Sons
1424,8633,private_sector_worker,Nyaako-Oti
1425,2233,public_sector_worker,Appiah-Gyamfiaa
1426,9879,public_sector_worker,Kwaakye Ltd
1427,4415,private_sector_worker,Karikari and Sons
1428,1496,private_sector_worker,Ansomaa Inc
1429,1810,private_sector_worker,Ata Inc
1430,5078,private_sector_worker,Antwi and Sons
1431,3679,private_sector_worker,"Asare, Baa and Antwi"
1432,7214,private_sector_worker,Boadu Inc
1433,780,public_sector_worker,"Adutwumwaa, Akyeampong and Dwamena"
1434,984,private_sector_worker,Amponsah-Adomah
1435,178,public_sector_worker,Afirifa Ltd
1436,4769,public_sector_worker,Agyapong-Yirenkyi
1437,2122,private_sector_worker,Bona-Kyeiwaa
1438,4538,private_sector_worker,Karikari Inc
1439,9341,public_sector_worker,Ofosu and Sons
1440,7970,public_sector_worker,"Ntiamoa, Boakye and Acheampong"
1441,5851,private_sector_worker,Ntim Inc
1442,5307,public_sector_worker,Ofosu Ltd
1443,196,private_sector_worker,Kumi-Ampofo
1444,4505,private_sector_worker,Ata Group
1445,9976,private_sector_worker,"Gyasi, Koomson and Agyeiwaa"
1446,139,private_sector_worker,Opoku-Boadi
1447,4322,private_sector_worker,"Duah, Afrakomaa and Amoa"
1448,3715,public_sector_worker,Owusu Ltd
1449,1731,public_sector_worker,Ampofowaa-Asenso
1450,2177,private_sector_worker,Antwiwaa Group
1451,5331,public_sector_worker,Adomah-Adu
1452,2329,private_sector_worker,"Adomako, Nyame and Kwaakyewaa"
1453,9942,private_sector_worker,Twumasi PLC
1454,9910,private_sector_worker,Agyemang-Mensah
1455,9132,public_sector_worker,Serwaa and Sons
1456,9467,public_sector_worker,Fosu Inc
1457,45,public_sector_worker,Appia-Safo
1458,3015,public_sector_worker,Bona Ltd
1459,620,private_sector_worker,Ataa Inc
1460,6990,public_sector_worker,Donkor-Ntiamoa
1461,904,public_sector_worker,"Nkrumah, Antwi and Pomaa"
1462,2859,public_sector_worker,"Bonsu, Ntiamoa and Badu"
1463,8743,private_sector_worker,Daakoaa Ltd
1464,9912,public_sector_worker,Opoku Group
1465,2694,private_sector_worker,"Ata, Gyasi and Baafi"
1466,5214,private_sector_worker,"Asiama, Opoku and Otiwa"
1467,2665,private_sector_worker,"Anokye, Agyare and Prempeh"
1468,3369,public_sector_worker,"Yeboa, Acheampong and Yaamoa"
1469,4816,public_sector_worker,Opoku-Nti
1470,6697,public_sector_worker,Agyei Ltd
1471,6802,public_sector_worker,Dwamena and Sons
1472,3967,public_sector_worker,Frimpomaa Ltd
1473,8744,public_sector_worker,"Ataa, Wiafe and Akoto"
1474,6223,public_sector_worker,"Antwi, Dwamena and Kusi"
1475,5411,private_sector_worker,Gyamfi LLC
1476,5873,public_sector_worker,"Kumi, Yirenkyi and Osei"
1477,9012,public_sector_worker,Asantewaa Group
1478,1302,private_sector_worker,Pomaa-Boadi
1479,2723,public_sector_worker,Agyapong LLC
1480,6973,public_sector_worker,"Kwaakye, Tutu and Agyei"
1481,6350,private_sector_worker,Kwaakye Group
1482,1750,public_sector_worker,Adomah Ltd
1483,508,public_sector_worker,Ataa-Akyena
1484,9701,public_sector_worker,Akowua-Nsia
1485,1513,private_sector_worker,Boadu Inc
1486,9536,private_sector_worker,Bonsra Ltd
1487,2309,private_sector_worker,Acheampong and Sons
1488,6451,private_sector_worker,Ampadu-Donkor
1489,7537,private_sector_worker,Agyei-Asare
1490,1325,public_sector_worker,Asamoa and Sons
1491,2124,public_sector_worker,"Baafi, Asare and Agyapomaa"
1492,1218,private_sector_worker,Kusi-Baawia
1493,1562,public_sector_worker,Afirifa-Ampadu
1494,8185,private_sector_worker,"Fofie, Asiedu and Ahortor"
1495,3971,public_sector_worker,Tweneboa-Tawia
1496,5062,private_sector_worker,"Amoako, Adutwum and Amponsa"
1497,3613,public_sector_worker,Frimpomaa-Adwubi
1498,6101,private_sector_worker,Amoa and Sons
1499,2487,public_sector_worker,Karikari-Bona
1500,309,public_sector_worker,Adusei LLC
1501,1390,public_sector_worker,"Fosua, Koomson and Danso"
1502,3834,public_sector_worker,Boadi and Sons
1503,109,public_sector_worker,Akyeamfuɔ Ltd
1504,4433,public_sector_worker,Ankra-Tutu
1505,652,public_sector_worker,Adusei Inc
1506,6702,public_sector_worker,Opuku-Twumasi
1507,6219,public_sector_worker,Yirenkyi-Andorful
1508,6837,public_sector_worker,Takyi LLC
1509,5408,private_sector_worker,"Kwarteng, Akowua and Oti"
1510,2065,private_sector_worker,Prempeh Ltd
1511,9818,public_sector_worker,"Opoku, Adoma and Kwaakye"
1512,8109,private_sector_worker,Ofosu Inc
1513,4440,private_sector_worker,Badu Inc
1514,2492,private_sector_worker,Yawson and Sons
1515,6285,private_sector_worker,Agyapomaa-Agyemang
1516,6856,private_sector_worker,Adu-Boatemaa
1517,782,public_sector_worker,Agyapong-Abrafi
1518,9714,public_sector_worker,Kyerewaa LLC
1519,8426,private_sector_worker,"Kusi, Nkansa and Asare"
1520,4397,private_sector_worker,"Asante, Kumi and Daakoaa"
1521,3469,private_sector_worker,"Asenso, Asamoa and Adomah"
1522,6625,private_sector_worker,Akyeampong-Andorful
1523,161,private_sector_worker,"Badu, Appia and Boakyewaa"
1524,4307,public_sector_worker,Amoako-Agyapong
1525,7705,public_sector_worker,Akoto-Boakyewaa
1526,1152,private_sector_worker,"Akyeamfuɔ, Appia and Amo"
1527,7020,private_sector_worker,"Kumi, Akyeampomaa and Kwaakye"
1528,8790,public_sector_worker,Yawson LLC
1529,9159,private_sector_worker,"Adomah, Duah and Tweneboa"
1530,7737,public_sector_worker,Ampoma PLC
1531,3733,private_sector_worker,"Oti, Twumasi and Dwamena"
1532,7640,public_sector_worker,"Appiah, Agyapong and Tiwaa"
1533,8896,private_sector_worker,Acheampong-Tiwaa
1534,2364,private_sector_worker,Antwi-Akyeampomaa
1535,6631,public_sector_worker,"Adoma, Gyamfi and Akyaa"
1536,3659,private_sector_worker,Takyi-Yeboah
1537,7085,public_sector_worker,"Andorful, Agyapong and Appia"
1538,8601,private_sector_worker,Anokye-Aboraa
1539,1855,private_sector_worker,Ansomah LLC
1540,3391,private_sector_worker,Agyemang Group
1541,5298,private_sector_worker,Abrafi PLC
1542,8789,private_sector_worker,"Boadi, Ata and Kwarteng"
1543,9234,private_sector_worker,Amo LLC
1544,2851,public_sector_worker,Akyeamfuɔ-Adu
1545,3244,private_sector_worker,Gyasiwaa Ltd
1546,1481,public_sector_worker,Akyeampomaa and Sons
1547,7256,public_sector_worker,Yeboah-Tutu
1548,5805,public_sector_worker,Akyerεko-Amponsa
1549,7009,private_sector_worker,"Akoto, Duah and Baa"
1550,5615,public_sector_worker,Safoaa-Opoku
1551,2406,private_sector_worker,Nyaakoaa-Ansomaa
1552,9420,private_sector_worker,"Antwi, Gyamfiaa and Osei"
1553,2536,public_sector_worker,"Baa, Gyamfiaa and Nkrumah"
1554,4050,private_sector_worker,Nyaako LLC
1555,7772,public_sector_worker,Nyantakyi LLC
1556,8879,private_sector_worker,Antwi-Aboraa
1557,6884,private_sector_worker,"Kusi, Nkrumah and Twumasi"
1558,2876,private_sector_worker,Appia-Owusu
1559,1783,public_sector_worker,Baah and Sons
1560,9869,private_sector_worker,"Ntim, Adutwum and Fofie"
1561,3544,private_sector_worker,"Koomson, Agyapong and Gyasiwaa"
1562,3457,public_sector_worker,"Nyame, Ansomah and Serwaa"
1563,6240,public_sector_worker,Kumi Group
1564,6742,public_sector_worker,Aboraa-Adomah
1565,9375,private_sector_worker,"Kusi, Sarpong and Daako"
1566,9353,private_sector_worker,Sarpong LLC
1567,6118,public_sector_worker,"Owusuwaa, Kwarteng and Ansa"
1568,6723,private_sector_worker,"Amoako, Ampofo and Akoaa"
1569,337,private_sector_worker,Amoa-Asante
1570,8274,public_sector_worker,"Nti, Nyame and Okyere"
1571,5309,private_sector_worker,"Asante, Asiama and Adoma"
1572,7711,public_sector_worker,Kwaakye-Daako
1573,4796,private_sector_worker,Asenso-Gyamfi
1574,694,private_sector_worker,Ntiamoa-Gyamfi
1575,6121,public_sector_worker,Oppong-Nyantakyi
1576,6340,private_sector_worker,"Akoto, Nyaako and Osei"
1577,2833,public_sector_worker,Wiafe LLC
1578,4807,public_sector_worker,Tutu PLC
1579,577,public_sector_worker,Donkor PLC
1580,6025,public_sector_worker,Akɔmaa-Boaten
1581,4401,private_sector_worker,Nkrumah-Bona
1582,2550,public_sector_worker,Takyi and Sons
1583,5524,public_sector_worker,Akoaa-Ampadu
1584,5475,private_sector_worker,Afirifa-Nti
1585,1429,public_sector_worker,Asante-Tawia
1586,4558,private_sector_worker,"Karikari, Foriwaa and Adomako"
1587,8466,private_sector_worker,Akyerε-Kusi
1588,2420,private_sector_worker,Obeng Group
1589,2945,private_sector_worker,"Awuah, Ata and Danso"
1590,9971,private_sector_worker,Safo Group
1591,7883,private_sector_worker,"Boadu, Nyaako and Kwarteng"
1592,26,private_sector_worker,Tutu-Omani
1593,7998,public_sector_worker,Nyaako and Sons
1594,1091,public_sector_worker,"Asiedu, Ampofo and Antwi"
1595,9726,private_sector_worker,"Donkor, Nkansah and Amoa"
1596,6128,public_sector_worker,Akoto Inc
1597,468,public_sector_worker,Ansa Ltd
1598,8914,private_sector_worker,Kwarteng-Asiama
1599,4882,private_sector_worker,"Baah, Twumasi and Abrafi"
1600,3148,public_sector_worker,Yaamoa-Yirenkyi
1601,3596,public_sector_worker,Ansa-Omani
1602,8700,public_sector_worker,Ampofo-Boakye
1603,3160,public_sector_worker,Otuo-Baa
1604,2939,private_sector_worker,Daako Ltd
1605,9068,private_sector_worker,Andorful-Yawson
1606,2874,public_sector_worker,Dwamena-Afoakwa
1607,487,public_sector_worker,Afoakwa and Sons
1608,2407,private_sector_worker,Afirifa Ltd
1609,2562,public_sector_worker,Ofosu-Asante
1610,9398,public_sector_worker,"Awuah, Donkor and Mensa"
1611,4115,private_sector_worker,Ntiamoa-Obeng
1612,9294,private_sector_worker,Ofosu-Ansomaa
1613,5549,private_sector_worker,Gyasi Inc
1614,190,private_sector_worker,"Asamoah, Osei and Baawia"
1615,592,public_sector_worker,"Adomah, Nkansah and Kusiwaa"
1616,8519,public_sector_worker,"Mansa, Kwaakye and Ofori"
1617,2013,private_sector_worker,Bonsra Ltd
1618,6962,public_sector_worker,Ampoma-Afirifa
1619,6598,public_sector_worker,"Ampadu, Antwi and Opuku"
1620,9561,public_sector_worker,Mensah-Appia
1621,647,public_sector_worker,"Ansomah, Tiwaa and Agyemang"
1622,6133,public_sector_worker,Danso-Obeng
1623,2493,public_sector_worker,"Boaten, Agyei and Gyasi"
1624,2492,public_sector_worker,"Oti, Akowua and Adutwum"
1625,4945,public_sector_worker,Tweneboa-Baa
1626,1862,private_sector_worker,Baawia PLC
1627,2305,private_sector_worker,Boahen LLC
1628,8333,private_sector_worker,Safo Inc
1629,1342,public_sector_worker,Ampadu-Ofosu
1630,7058,private_sector_worker,Gyasi-Mensa
1631,4319,private_sector_worker,Oti PLC
1632,3303,public_sector_worker,Safo PLC
1633,8815,private_sector_worker,Ahortor Inc
1634,3944,public_sector_worker,Ansa-Amponsa
1635,5927,public_sector_worker,Adutwum LLC
1636,1696,public_sector_worker,Antwi Group
1637,9380,private_sector_worker,"Otiwa, Boadu and Adutwumwaa"
1638,1861,public_sector_worker,Afirifa-Baa
1639,9797,private_sector_worker,Asiedu-Baah
1640,320,private_sector_worker,Tutu-Ampofo
1641,541,public_sector_worker,"Boadu, Amponsa and Ahortor"
1642,7229,private_sector_worker,Asamoah-Yawson
1643,9323,public_sector_worker,"Gyamfiaa, Donkor and Twumasi"
1644,5223,private_sector_worker,Yaamoa-Amo
1645,9571,private_sector_worker,Amoanimaa-Nyame
1646,11,private_sector_worker,Agyare Ltd
1647,3598,private_sector_worker,"Nsia, Gyamfi and Boakyewaa"
1648,6248,public_sector_worker,Ampadu Group
1649,694,private_sector_worker,"Adomah, Karikari and Boakyewaa"
1650,6327,private_sector_worker,Antwi-Obeng
1651,3100,public_sector_worker,Mensa Ltd
1652,8485,public_sector_worker,"Koomson, Akyeampomaa and Dwamena"
1653,2850,private_sector_worker,"Boaten, Tiwaa and Gyasiwaa"
1654,5060,private_sector_worker,Akɔmaa-Ampoma
1655,3532,public_sector_worker,"Boatemaa, Pomaa and Afoakwa"
1656,5723,private_sector_worker,Quartey-Baah
1657,8103,public_sector_worker,Quartey and Sons
1658,221,private_sector_worker,"Mansa, Ankra and Boatemaa"
1659,9983,private_sector_worker,"Baawia, Amoako and Ahortor"
1660,5381,private_sector_worker,Afoakwa-Kwartemaa
1661,3576,public_sector_worker,"Yawson, Kusi and Danso"
1662,9257,private_sector_worker,Akoto-Asante
1663,3463,public_sector_worker,"Asare, Ansa and Boaten"
1664,343,public_sector_worker,Ata-Asamoah
1665,2952,private_sector_worker,"Quartey, Agyapomaa and Kyeiwaa"
1666,4231,private_sector_worker,Boadu LLC
1667,9353,private_sector_worker,Kyei-Otuo
1668,9624,private_sector_worker,"Anokye, Adomah and Akoto"
1669,654,public_sector_worker,"Omani, Okyere and Akoto"
1670,1576,public_sector_worker,Baawia-Safo
1671,6934,public_sector_worker,Adomako-Appiah
1672,297,public_sector_worker,Anokye-Nkansah
1673,7682,public_sector_worker,Akyerεko-Anokye
1674,2891,private_sector_worker,Opuku LLC
1675,4825,private_sector_worker,Kwarteng-Tutu
1676,6900,public_sector_worker,Nti Inc
1677,1018,private_sector_worker,Nyame Ltd
1678,3113,private_sector_worker,"Asenso, Ansomah and Ntiamoa"
1679,9569,public_sector_worker,Ampoma Ltd
1680,5964,public_sector_worker,"Nyaakoaa, Ataa and Asante"
1681,2299,private_sector_worker,Bonsra-Amoasi
1682,869,public_sector_worker,Afoakwa-Kwaakyewaa
1683,1345,private_sector_worker,Ansa-Safo
1684,8728,public_sector_worker,Asiama PLC
1685,8375,public_sector_worker,Ntim LLC
1686,4471,private_sector_worker,Boakye LLC
1687,8213,public_sector_worker,Otuo-Gyamfi
1688,9944,public_sector_worker,Boaten Group
1689,7095,private_sector_worker,Ansa Ltd
1690,846,public_sector_worker,Mensah-Obeng
1691,8173,public_sector_worker,Ofosu LLC
1692,4469,public_sector_worker,"Sarpong, Andorful and Agyapong"
1693,198,private_sector_worker,"Kusiwaa, Amoa and Gyamfiaa"
1694,3722,public_sector_worker,Gyamfi-Nti
1695,1762,public_sector_worker,"Baawia, Ansa and Yeboa"
1696,7218,public_sector_worker,Asante and Sons
1697,1067,private_sector_worker,Osei LLC
1698,1209,private_sector_worker,"Ansomaa, Awuah and Baawia"
1699,6711,private_sector_worker,"Akɔmaa, Frema and Adutwum"
1700,652,private_sector_worker,Foriwaa Group
1701,998,public_sector_worker,"Fosu, Mansa and Gyamfi"
1702,5739,public_sector_worker,Kumi-Appiah
1703,6102,private_sector_worker,"Antwi, Opuku and Boakye"
1704,908,public_sector_worker,Darko Group
1705,5215,private_sector_worker,Appiah-Asamoa
1706,5961,public_sector_worker,"Tweneboa, Kwaakyewaa and Akyerεko"
1707,1713,private_sector_worker,"Adomah, Ansa and Nyame"
1708,8408,private_sector_worker,Agyapomaa-Antwi
1709,2792,private_sector_worker,Antwi-Agyapomaa
1710,261,public_sector_worker,Danso Ltd
1711,2671,private_sector_worker,Takyi-Duah
1712,9555,private_sector_worker,Tawia Group
1713,1676,public_sector_worker,Darko-Akowua
1714,6736,private_sector_worker,Akyeampomaa-Agyapong
1715,3634,private_sector_worker,Akyeampomaa-Dwamena
1716,8795,public_sector_worker,Nyaako-Ofori
1717,3428,public_sector_worker,Adomako Ltd
1718,6041,private_sector_worker,Ntiamoa-Yirenkyi
1719,602,public_sector_worker,Fosua Ltd
1720,964,private_sector_worker,Bonsu PLC
1721,6330,private_sector_worker,Afoakwa Inc
1722,9221,private_sector_worker,Danso LLC
1723,6690,private_sector_worker,Yawson Ltd
1724,2727,private_sector_worker,Adoma Inc
1725,4547,private_sector_worker,"Asiedu, Antwi and Agyemang"
1726,1397,private_sector_worker,"Ansomaa, Baah and Kyeiwaa"
1727,5547,public_sector_worker,Opoku LLC
1728,8405,private_sector_worker,"Boakye, Takyi and Anima"
1729,253,public_sector_worker,Gyamfi Group
1730,7128,public_sector_worker,"Nyantakyi, Nyame and Yaamoa"
1731,9047,public_sector_worker,Oppong-Ataa
1732,7004,public_sector_worker,Agyapomaa-Boaten
1733,6528,public_sector_worker,"Akyena, Danso and Otiwa"
1734,1471,public_sector_worker,Mensa PLC
1735,4940,private_sector_worker,Otiwa Ltd
1736,8596,public_sector_worker,"Ampadu, Tawia and Adu"
1737,9338,public_sector_worker,"Nyaako, Otuo and Sarpong"
1738,3854,public_sector_worker,Bonsra LLC
1739,5294,public_sector_worker,Asamoah PLC
1740,2369,public_sector_worker,Okyere and Sons
1741,3274,public_sector_worker,Asante-Appia
1742,7694,private_sector_worker,Boahen-Kyerewaa
1743,685,public_sector_worker,Kwarteng Group
1744,554,public_sector_worker,Bonsra Inc
1745,7711,private_sector_worker,"Tutu, Dufie and Gyamfi"
1746,4328,public_sector_worker,"Adomako, Agyapong and Akyaa"
1747,2402,public_sector_worker,Kusiwaa-Akyerεko
1748,4009,private_sector_worker,Akowua PLC
1749,2415,public_sector_worker,Ofori Ltd
1750,3580,public_sector_worker,Amo and Sons
1751,3166,public_sector_worker,"Yeboah, Kwaakye and Safo"
1752,9918,public_sector_worker,Boatemaa-Daako
1753,7123,private_sector_worker,"Foriwaa, Asantewaa and Boatemaa"
1754,6544,public_sector_worker,Antwi Inc
1755,8788,public_sector_worker,Afoakwa-Antwi
1756,9709,public_sector_worker,Kyei PLC
1757,3770,public_sector_worker,"Prempeh, Badu and Bonsu"
1758,8073,private_sector_worker,"Nkrumah, Nkansa and Karikari"
1759,8613,public_sector_worker,Boadu Group
1760,2230,public_sector_worker,Frimpomaa PLC
1761,131,public_sector_worker,Koomson LLC
1762,7903,public_sector_worker,Baa and Sons
1763,1658,private_sector_worker,Danso-Ntim
1764,9821,public_sector_worker,Koomson-Baah
1765,9749,private_sector_worker,Akoto Inc
1766,7879,private_sector_worker,"Ata, Boadu and Ankra"
1767,163,public_sector_worker,"Asieduwaa, Ahortor and Agyapong"
1768,6215,public_sector_worker,Otuo Ltd
1769,5344,private_sector_worker,"Baah, Frema and Akyena"
1770,2846,public_sector_worker,"Karikari, Mensah and Akyerεko"
1771,434,private_sector_worker,Acheampong-Nti
1772,2476,public_sector_worker,Safo-Boakye
1773,9112,private_sector_worker,Nkansa-Foriwaa
1774,4244,private_sector_worker,Dwamena-Dwamena
1775,6804,public_sector_worker,Baawia-Afirifa
1776,7004,private_sector_worker,Baa-Amoasi
1777,4600,private_sector_worker,"Boakyewaa, Agyare and Yirenkyi"
1778,9160,public_sector_worker,"Gyamfiaa, Asiedu and Afrakomaa"
1779,1547,private_sector_worker,Fosu LLC
1780,1399,private_sector_worker,"Boateng, Antwi and Quartey"
1781,3116,public_sector_worker,Akoto Ltd
1782,8359,private_sector_worker,"Adutwumwaa, Amponsah and Baah"
1783,9164,public_sector_worker,Nsia-Afoakwa
1784,9430,public_sector_worker,"Safo, Agyapong and Danso"
1785,6799,private_sector_worker,"Antwiwaa, Agyapomaa and Afirifa"
1786,6024,private_sector_worker,Adoma-Asiama
1787,7282,public_sector_worker,Abrafi and Sons
1788,1311,private_sector_worker,Bonsra Inc
1789,6672,public_sector_worker,Agyapomaa PLC
1790,9984,public_sector_worker,"Kumi, Tutu and Opuku"
1791,7321,private_sector_worker,Mansa Ltd
1792,1450,private_sector_worker,Karikari and Sons
1793,1659,private_sector_worker,Ankra Group
1794,3197,private_sector_worker,Gyamfi Ltd
1795,7726,private_sector_worker,Anokye-Boaten
1796,8897,private_sector_worker,Anokye-Nyaako
1797,666,public_sector_worker,Gyasi and Sons
1798,4449,public_sector_worker,Amoakowaa PLC
1799,4979,private_sector_worker,"Asante, Nyantakyi and Frimpomaa"
1800,5050,private_sector_worker,Asiama and Sons
1801,9797,private_sector_worker,Nyantakyi Group
1802,1493,private_sector_worker,"Nkansa, Gyasi and Nkrumah"
1803,5832,public_sector_worker,"Appia, Boakye and Acheampong"
1804,1078,private_sector_worker,"Asare, Appia and Baa"
1805,1324,private_sector_worker,Akyena-Amoasi
1806,6759,private_sector_worker,Appiah Inc
1807,3785,public_sector_worker,"Amoasi, Bona and Appiah"
1808,2228,public_sector_worker,Ansomaa-Ankra
1809,6450,private_sector_worker,Gyamfi Ltd
1810,9465,public_sector_worker,"Yirenkyi, Adu and Nsia"
1811,9177,public_sector_worker,Boahen Inc
1812,7598,private_sector_worker,Osei-Adusei
1813,9982,private_sector_worker,"Tweneboa, Tweneboa and Ata"
1814,4484,public_sector_worker,Twumasi-Akowua
1815,7975,public_sector_worker,Opoku-Okyere
1816,1532,public_sector_worker,Nti Group
1817,737,public_sector_worker,"Gyasiwaa, Boateng and Nyantakyi"
1818,4525,public_sector_worker,Asante Group
1819,8210,private_sector_worker,Opoku-Agyapong
1820,1577,public_sector_worker,Quartey-Ntiamoa
1821,8223,private_sector_worker,Boadu-Akyaa
1822,4643,public_sector_worker,Dwamena-Ofosu
1823,189,private_sector_worker,"Donkor, Omani and Tawia"
1824,9193,public_sector_worker,Asamoah Inc
1825,4326,private_sector_worker,Boakye-Fofie
1826,738,public_sector_worker,"Omani, Yeboah and Tawia"
1827,8553,public_sector_worker,Kyei Group
1828,468,public_sector_worker,Asieduwaa PLC
1829,4847,private_sector_worker,Koomson LLC
1830,5316,public_sector_worker,"Takyi, Boakyewaa and Anima"
1831,8728,private_sector_worker,Ampofo-Obeng
1832,2277,public_sector_worker,Asamoah-Opuku
1833,3690,public_sector_worker,"Ntiamoa, Amponsa and Adomah"
1834,1393,private_sector_worker,"Awuah, Tweneboa and Antwi"
1835,2101,private_sector_worker,Darko LLC
1836,1544,public_sector_worker,Boakye-Nkansah
1837,6092,public_sector_worker,Boahen Inc
1838,4191,private_sector_worker,Akɔmaa Ltd
1839,8768,private_sector_worker,"Agyapong, Danso and Anokye"
1840,8350,private_sector_worker,Afirifa-Asamoah
1841,5108,private_sector_worker,"Kyei, Owusu and Gyasi"
1842,1819,public_sector_worker,"Ataa, Kwarteng and Bonsu"
1843,9889,private_sector_worker,Asamoa-Akowua
1844,3081,public_sector_worker,"Yaamoa, Ahortor and Akyena"
1845,7435,private_sector_worker,Asamoa PLC
1846,1777,public_sector_worker,Sarpong LLC
1847,7189,public_sector_worker,"Quartey, Amoasi and Antwi"
1848,2103,public_sector_worker,"Akowua, Antwi and Otuo"
1849,1026,public_sector_worker,"Kwaakye, Otiwa and Agyei"
1850,1678,public_sector_worker,Ampofowaa PLC
1851,5005,private_sector_worker,Ofosu-Dwamena
1852,4559,private_sector_worker,"Nyaakoaa, Afrakomaa and Osei"
1853,8278,public_sector_worker,"Ntiamoa, Gyasi and Ofosu"
1854,5091,public_sector_worker,"Appiah, Ampadu and Amoasi"
1855,2449,public_sector_worker,Ampadu and Sons
1856,945,public_sector_worker,Antwi-Dwamena
1857,1591,private_sector_worker,Yaamoa Group
1858,865,public_sector_worker,Owusuwaa-Opoku
1859,664,public_sector_worker,Baah-Boaten
1860,7821,private_sector_worker,Nti Group
1861,5905,public_sector_worker,"Kusiwaa, Boahen and Aboraa"
1862,7527,public_sector_worker,Andorful-Antwi
1863,2541,public_sector_worker,Asamoah Group
1864,5344,public_sector_worker,"Ntiamoa, Acheampong and Nti"
1865,9648,public_sector_worker,Fosu-Akyerεko
1866,9141,private_sector_worker,Adomah Group
1867,6868,private_sector_worker,Asamoa-Amoako
1868,9652,public_sector_worker,Safo PLC
1869,4588,private_sector_worker,"Ata, Yaamoa and Owusuwaa"
1870,1804,private_sector_worker,Gyasiwaa-Adusei
1871,2163,public_sector_worker,Afirifa and Sons
1872,5245,public_sector_worker,Ntiamoa LLC
1873,5219,public_sector_worker,"Ampofo, Boateng and Agyapong"
1874,9066,public_sector_worker,Owusu-Baafi
1875,944,public_sector_worker,"Fofie, Akyeampong and Wiafe"
1876,8177,private_sector_worker,Akyeamfuɔ Inc
1877,4319,private_sector_worker,Amo-Fofie
1878,8071,public_sector_worker,Ofori-Owusu
1879,6553,public_sector_worker,"Yawson, Asamoah and Yeboa"
1880,8508,private_sector_worker,"Agyemang, Fosu and Quartey"
1881,9062,private_sector_worker,Opoku PLC
1882,822,public_sector_worker,Tiwaa and Sons
1883,6845,public_sector_worker,Adu and Sons
1884,4039,private_sector_worker,Boakye Inc
1885,1696,public_sector_worker,Kyeiwaa-Gyasiwaa
1886,8665,private_sector_worker,"Ampofo, Afirifa and Mansa"
1887,9784,public_sector_worker,Asamoa-Kwaakye
1888,3230,public_sector_worker,"Asante, Ampofo and Agyapong"
1889,4081,public_sector_worker,Badu-Boaten
1890,8075,private_sector_worker,"Agyemang, Baafi and Agyapomaa"
1891,4079,private_sector_worker,"Asiama, Fosu and Dwamena"
1892,4421,private_sector_worker,Akyerε Group
1893,225,public_sector_worker,Opoku-Serwaa
1894,1936,public_sector_worker,"Dufie, Ofosu and Afoakwa"
1895,1550,public_sector_worker,"Antwi, Afrakomaa and Agyapong"
1896,1995,public_sector_worker,"Obeng, Yeboa and Danso"
1897,4507,public_sector_worker,"Adomako, Ntim and Yawson"
1898,8489,private_sector_worker,"Asenso, Yeboa and Agyei"
1899,5768,private_sector_worker,Asamoa-Bonsra
1900,6378,public_sector_worker,Antwi Group
1901,1483,public_sector_worker,"Agyapong, Boateng and Amoasi"
1902,612,public_sector_worker,"Akoaa, Asare and Ansa"
1903,2920,public_sector_worker,"Andorful, Afoakwa and Fofie"
1904,6549,private_sector_worker,Amoako Ltd
1905,5413,private_sector_worker,Agyemang Ltd
1906,9042,private_sector_worker,Badu Group
1907,2691,private_sector_worker,"Yirenkyi, Kwartemaa and Boakye"
1908,1285,public_sector_worker,"Otuo, Osei and Akyena"
1909,4951,public_sector_worker,"Boateng, Ampofo and Ntim"
1910,1808,public_sector_worker,Ampadu Inc
1911,8204,public_sector_worker,Danso Group
1912,5420,public_sector_worker,Asantewaa-Antwi
1913,2892,public_sector_worker,Amponsa-Dufie
1914,4046,private_sector_worker,Ankra-Antwi
1915,9980,private_sector_worker,Frema-Gyasiwaa
1916,6434,private_sector_worker,Mensah Inc
1917,5095,private_sector_worker,"Badu, Yawson and Tutu"
1918,8935,public_sector_worker,"Ata, Ansomaa and Agyeiwaa"
1919,1347,private_sector_worker,Afirifa-Nyame
1920,3656,private_sector_worker,Asenso and Sons
1921,2906,private_sector_worker,Ankra-Asamoa
1922,248,public_sector_worker,Bonsra-Nsia
1923,3970,public_sector_worker,Oppong-Fosua
1924,351,private_sector_worker,"Gyamfiaa, Ampofo and Kyei"
